IDAlumno;Estado;Sexo;Estado_Carrera;TiempoEstudio;Ausencias;CincoF;aplazos;Promedio;ADMINISTRACION Y MERCADOTECNIA;CIRCUITOS ELECTRICOS;COMPUTACION I;COMPUTACION II;CALCULO I;CALCULO II;CALCULO III;CALCULO IV;CALCULO V;CALCULO VI;DISENO ASISTIDO POR COMPUTADORA I;DISENO ASISTIDO POR COMPUTADORA II;DISENO TECNICO;ESTRUCTURAS I;ESTRUCTURAS II;ESTRUCTURAS III;EVENTOS Y DEPORTES I;EVENTOS Y DEPORTES II;EVENTOS Y DEPORTES III;EVENTOS Y DEPORTES IV;EVENTOS Y DEPORTES V;EVENTOS Y DEPORTES VI;EXPRESION ORAL Y ESCRITA;FISICA I;FISICA II;FISICA III;FISICA IV;FISICA V;FISICA VI;GEOMETRIA ANALITICA;GEOTECNIA I;GEOTECNIA II;HIDRAULICA I;HIDRAULICA II;HORMIGON ARMADO I;IDIOMAS  I;INGLES I;INGLES II;INGLES III;LABORATORIO DE IDIOMAS I;MATERIALES DE OBRAS CIVILES;MECANICA DE MATERIALES I;MECANICA DE MATERIALES II;MECANICA VECTORIAL I;MECANICA VECTORIAL II;METODOLOGIA DE LA INVESTIGACION I;METODOLOGIA DE LA INVESTIGACION II;PROBABILIDAD Y ESTADISTICA;QUIMICA;TECNOLOGIA DEL HORMIGON;TOPOGRAFIA;VIAS DE COMUNICACION I;VIAS DE COMUNICACION II;ALGEBRA LINEAL I;ALGEBRA LINEAL II;ETICA PROFESIONAL
5001;3.0;2;0.0;1;3;0;10.0;1.96;3.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0
5002;2.0;1;0.0;3;2;0;7.0;3.1746031746031744;5.0;3.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;4.0;4.0;4.0;4.0;5.0;3.0;2.0;3.0;3.0;4.0;5.0;2.0;4.0;2.0;2.0;3.0;4.0;2.0;5.0;5.0;5.0;4.0;4.0;4.0;2.0;2.0;2.0;4.0;3.0;5.0;4.0;4.0;5.0;4.0;3.0;3.0;4.0;2.0;3.0
5003;2.0;1;0.0;5;9;1;4.0;3.05;4.0;2.0;4.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;4.0;4.0;5.0;2.0;3.0;2.0;5.0;4.0;4.0;4.0;5.0;5.0;3.0;2.0;4.0;4.0;3.0;5.0;2.0;3.0;2.0;2.0;3.0;2.0;2.0;5.0;4.0;5.0;3.0;3.0;4.0;3.0;3.0;3.0;2.0;3.0;4.0;2.0;3.0;5.0;3.0;3.0;3.0;2.0;2.0;4.0
5004;3.0;2;0.0;2;6;0;3.0;2.8285714285714287;5.0;3.0;4.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;4.0;4.0;0.0;0.0;4.0;4.0;4.0;4.0;0.0;0.0;3.0;2.0;2.0;2.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;3.0;0.0;3.0;0.0;0.0;3.0;0.0;3.0;0.0;3.0;3.0;2.0;3.0;0.0;0.0;2.0;2.0;0.0
5005;4.0;1;0.0;5;10;1;2.0;4.170731707317073;5.0;5.0;4.0;3.0;3.0;5.0;5.0;5.0;5.0;0.0;4.0;4.0;4.0;2.0;0.0;0.0;4.0;5.0;5.0;5.0;0.0;0.0;4.0;5.0;4.0;5.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;4.0;5.0;0.0;5.0;2.0;0.0;4.0;4.0;4.0;0.0;4.0;5.0;4.0;5.0;0.0;0.0;5.0;3.0;0.0
5006;2.0;1;1.0;4;2;1;3.0;3.1136363636363638;0.0;0.0;0.0;0.0;3.0;3.0;2.0;2.0;3.0;4.0;3.0;5.0;0.0;3.0;3.0;4.0;0.0;0.0;5.0;4.0;5.0;5.0;3.0;0.0;4.0;0.0;3.0;3.0;3.0;0.0;2.0;2.0;3.0;4.0;2.0;4.0;0.0;0.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;5.0;5.0;0.0;3.0;4.0;3.0;3.0;0.0;0.0;4.0
5007;4.0;2;0.0;5;7;0;23.0;2.0952380952380953;4.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;2.0;0.0;0.0;3.0;4.0;4.0;5.0;5.0;5.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;3.0;3.0;3.0;0.0;0.0;2.0;0.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;0.0;2.0;2.0;3.0
5009;2.0;1;1.0;4;5;1;1.0;3.4634146341463414;0.0;4.0;0.0;0.0;0.0;0.0;3.0;2.0;4.0;5.0;5.0;4.0;0.0;4.0;3.0;4.0;0.0;0.0;3.0;4.0;5.0;5.0;4.0;0.0;2.0;0.0;4.0;3.0;4.0;0.0;2.0;2.0;2.0;2.0;2.0;4.0;0.0;0.0;3.0;4.0;4.0;4.0;3.0;2.0;4.0;5.0;5.0;5.0;0.0;5.0;3.0;3.0;2.0;0.0;0.0;3.0
5011;2.0;2;0.0;5;8;0;3.0;2.864406779661017;5.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;4.0;3.0;4.0;3.0;4.0;3.0;4.0;4.0;4.0;4.0;5.0;5.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;4.0;4.0;3.0;4.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;4.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;4.0
5012;3.0;1;0.0;2;4;2;2.0;2.96875;3.0;2.0;3.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;5.0;3.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;3.0;2.0;3.0;3.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;4.0;0.0;3.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0;3.0;2.0;0.0
5014;3.0;1;1.0;2;3;0;5.0;2.0714285714285716;4.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
5015;2.0;2;0.0;3;1;0;5.0;3.1639344262295084;5.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;4.0;4.0;5.0;3.0;5.0;4.0;3.0;3.0;5.0;4.0;4.0;5.0;5.0;5.0;3.0;2.0;4.0;2.0;3.0;3.0;2.0;4.0;2.0;2.0;3.0;2.0;2.0;4.0;5.0;5.0;4.0;4.0;4.0;2.0;2.0;3.0;4.0;3.0;5.0;4.0;2.0;5.0;3.0;2.0;3.0;3.0;2.0;4.0
5016;2.0;1;0.0;5;6;0;12.0;2.235294117647059;3.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;4.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;5.0;5.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;4.0;2.0;2.0;3.0
5017;2.0;2;0.0;4;6;0;4.0;3.15;4.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;5.0;5.0;3.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;2.0;2.0;4.0;2.0;3.0;4.0;4.0;2.0;2.0;3.0;2.0;4.0;3.0;5.0;4.0;4.0;4.0;4.0;4.0;2.0;2.0;2.0;2.0;3.0;5.0;4.0;3.0;3.0;4.0;2.0;3.0;2.0;3.0;4.0
5018;4.0;2;0.0;6;8;0;20.0;2.046511627906977;2.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;3.0;0.0;0.0;0.0;5.0;5.0;5.0;4.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;2.0;0.0;3.0
5019;2.0;1;0.0;6;11;0;7.0;3.015873015873016;4.0;3.0;5.0;3.0;2.0;2.0;2.0;3.0;2.0;4.0;4.0;3.0;4.0;2.0;3.0;2.0;4.0;4.0;5.0;4.0;5.0;5.0;3.0;2.0;3.0;4.0;2.0;5.0;3.0;3.0;2.0;3.0;2.0;3.0;3.0;4.0;4.0;5.0;4.0;5.0;5.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;3.0;5.0;3.0;3.0;3.0;2.0;2.0;4.0
5021;2.0;2;0.0;5;14;0;12.0;2.573529411764706;4.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;4.0;3.0;3.0;2.0;5.0;3.0;3.0;4.0;3.0;4.0;3.0;3.0;5.0;5.0;2.0;2.0;2.0;3.0;2.0;4.0;3.0;2.0;2.0;2.0;3.0;4.0;3.0;4.0;3.0;4.0;2.0;3.0;4.0;2.0;2.0;3.0;3.0;3.0;5.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0
5024;3.0;2;0.0;0;1;0;5.0;1.8;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5025;2.0;2;0.0;3;6;0;5.0;3.0327868852459017;5.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;4.0;3.0;4.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;2.0;3.0;3.0;3.0;5.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;4.0
5026;2.0;1;0.0;3;2;1;4.0;3.2;4.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;4.0;3.0;4.0;4.0;5.0;3.0;2.0;3.0;5.0;5.0;5.0;4.0;5.0;5.0;3.0;3.0;4.0;3.0;3.0;3.0;4.0;2.0;4.0;3.0;2.0;2.0;4.0;4.0;3.0;4.0;3.0;4.0;5.0;2.0;3.0;3.0;3.0;4.0;5.0;4.0;4.0;3.0;2.0;3.0;2.0;3.0;3.0;3.0
5027;3.0;1;1.0;2;1;0;2.0;2.4;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
5029;3.0;1;0.0;2;4;0;5.0;1.8571428571428572;0.0;0.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
5030;4.0;2;0.0;7;7;0;22.0;2.135593220338983;4.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;4.0;5.0;4.0;4.0;5.0;5.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;4.0;2.0;3.0;4.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;2.0;3.0;2.0;3.0;2.0;2.0;0.0;4.0
5033;3.0;1;0.0;3;13;1;11.0;2.393939393939394;4.0;4.0;2.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;0.0;4.0;4.0;5.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;3.0;2.0;0.0;0.0;3.0;2.0;0.0
5034;3.0;1;0.0;4;8;0;4.0;2.6;4.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;5.0;4.0;4.0;4.0;5.0;0.0;2.0;2.0;2.0;2.0;3.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.0;4.0;0.0;2.0;3.0;2.0;3.0;0.0;3.0;0.0;0.0
5035;3.0;1;0.0;2;4;0;8.0;2.433333333333333;5.0;3.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;5.0;4.0;5.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;2.0;3.0;0.0
5036;4.0;1;0.0;4;10;0;3.0;2.871794871794872;4.0;3.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;4.0;0.0;0.0;0.0;4.0;4.0;4.0;5.0;5.0;5.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;3.0;2.0;2.0;3.0;0.0;0.0;1.0;0.0;3.0;4.0;0.0;2.0;3.0;2.0;2.0;3.0;2.0;0.0;3.0
5039;2.0;2;0.0;3;7;0;4.0;2.8666666666666667;3.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;4.0;4.0;2.0;4.0;2.0;3.0;4.0;4.0;2.0;2.0;4.0;4.0;5.0;5.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;3.0;2.0;2.0;4.0;3.0;4.0;3.0;2.0;3.0;3.0;4.0;4.0;2.0;2.0;2.0;3.0;4.0;4.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;4.0
5040;3.0;1;1.0;4;4;0;5.0;2.235294117647059;3.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
5041;2.0;1;0.0;5;14;0;10.0;2.5757575757575757;5.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;4.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;5.0;5.0;5.0;3.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;4.0;4.0;2.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;4.0
5042;3.0;1;1.0;1;1;0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5045;4.0;2;0.0;5;12;0;10.0;2.1724137931034484;4.0;2.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;4.0;4.0;4.0;3.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0
5046;3.0;2;0.0;0;2;0;1.0;2.4;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5047;2.0;1;0.0;4;15;0;10.0;2.787878787878788;4.0;3.0;5.0;3.0;2.0;2.0;2.0;3.0;4.0;4.0;3.0;5.0;2.0;3.0;2.0;4.0;4.0;3.0;5.0;4.0;5.0;5.0;3.0;2.0;2.0;4.0;3.0;4.0;4.0;2.0;2.0;2.0;2.0;4.0;3.0;5.0;2.0;3.0;3.0;3.0;4.0;2.0;3.0;2.0;2.0;3.0;5.0;2.0;2.0;2.0;4.0;2.0;3.0;2.0;2.0;4.0
5208;3.0;1;1.0;0;3;1;3.0;2.1666666666666665;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
5321;4.0;1;1.0;8;3;0;2.0;3.15;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;2.0;2.0;3.0;0.0;0.0;5.0
5331;2.0;1;1.0;6;5;0;7.0;2.652173913043478;0.0;3.0;0.0;0.0;2.0;2.0;2.0;2.0;4.0;3.0;2.0;4.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;3.0;0.0;2.0;5.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;5.0;0.0;0.0;0.0;3.0;4.0;3.0;2.0;2.0;2.0;0.0;5.0;2.0;0.0;2.0;2.0;4.0;3.0;0.0;2.0;4.0
5554;2.0;1;0.0;3;1;1;2.0;3.5172413793103448;3.0;3.0;3.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0;2.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;4.0;4.0;3.0;2.0;4.0;5.0;3.0;4.0;3.0;5.0;4.0;4.0;4.0;5.0;2.0;3.0;2.0;2.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;5.0;5.0;4.0;2.0;3.0;3.0;3.0;4.0;3.0;4.0;3.0
5565;3.0;1;0.0;2;2;0;6.0;2.3333333333333335;3.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5566;2.0;1;0.0;7;7;0;7.0;2.7777777777777777;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;2.0;4.0;3.0;3.0;4.0;4.0;4.0;3.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;4.0;5.0;3.0;4.0;3.0;2.0;3.0;2.0;3.0;3.0;5.0;5.0;2.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0
5568;3.0;2;0.0;1;2;0;3.0;2.6923076923076925;3.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0
5569;2.0;1;0.0;6;6;0;2.0;3.4310344827586206;3.0;2.0;3.0;3.0;4.0;2.0;3.0;2.0;4.0;4.0;3.0;4.0;4.0;3.0;4.0;4.0;5.0;5.0;4.0;4.0;5.0;5.0;5.0;2.0;4.0;4.0;4.0;3.0;4.0;2.0;3.0;2.0;3.0;3.0;3.0;5.0;4.0;4.0;5.0;4.0;4.0;2.0;2.0;3.0;2.0;5.0;5.0;5.0;3.0;3.0;4.0;3.0;3.0;2.0;2.0;5.0
5572;3.0;1;0.0;4;2;0;1.0;3.4782608695652173;4.0;3.0;5.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;4.0;0.0;0.0;0.0;5.0;5.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;2.0;3.0;2.0;1.0;0.0;0.0;0.0;4.0
5576;2.0;2;0.0;4;7;1;4.0;3.033333333333333;3.0;3.0;4.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;5.0;3.0;4.0;3.0;3.0;3.0;5.0;4.0;4.0;5.0;4.0;5.0;2.0;3.0;4.0;3.0;3.0;3.0;4.0;2.0;3.0;3.0;4.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;5.0;4.0;4.0;4.0;3.0;3.0;5.0;3.0;2.0;3.0;3.0
5577;3.0;1;0.0;0;0;0;1.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5579;3.0;1;0.0;2;4;0;2.0;3.15625;4.0;3.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;2.0;0.0;0.0;0.0;4.0;3.0;3.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;4.0;5.0;0.0;4.0;0.0;0.0;2.0;0.0;5.0;4.0;2.0;3.0;4.0;3.0;4.0;0.0;2.0;2.0;4.0
5580;3.0;1;0.0;1;0;0;3.0;2.6875;3.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;3.0;0.0;0.0;0.0;4.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
5581;3.0;2;0.0;1;0;0;7.0;2.2;2.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;4.0;4.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
5586;3.0;1;0.0;0;1;0;1.0;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5587;3.0;1;0.0;1;0;0;6.0;2.411764705882353;3.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;4.0;0.0;0.0;0.0;5.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5588;3.0;1;0.0;4;12;1;8.0;2.6666666666666665;3.0;3.0;5.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;5.0;3.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;3.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;2.0;4.0;3.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;5.0
5589;3.0;2;0.0;0;1;0;2.0;2.2857142857142856;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
