IDAlumno;Estado;Sexo;Estado_Carrera;TiempoEstudio;Ausencias;CincoF;aplazos;Promedio;ADMINISTRACION Y MERCADOTECNIA;BASES DE DATOS I;BASES DE DATOS II;COMPUTACION I;COMPUTACION II;COMPUTACION III;CONTABILIDAD I;CALCULO I;CALCULO II;CALCULO III;DERECHO INTELECTUAL Y LABORAL;DISENO DE SISTEMA INFORMATICO I;DISENO TECNICO;ELECTRONICA I;EMPRENDEDORISMO;ESTRUCTURA DE DATOS I;ESTRUCTURAS DE LOS LENGUAJES;EVENTOS Y DEPORTES I;EVENTOS Y DEPORTES II;EVENTOS Y DEPORTES III;EVENTOS Y DEPORTES IV;EVENTOS Y DEPORTES V;EVENTOS Y DEPORTES VI;EXPRESION ORAL Y ESCRITA;FISICA I;FISICA II;FISICA III;GEOMETRIA ANALITICA Y VECTORIAL;IDIOMAS I;INFORMATICA I;INGENIERIA DE SOFTWARE I;INGLES II;INGLES III;INGLES I;INVESTIGACION DE OPERACIONES I;LABORATORIO DE IDIOMAS I;LABORATORIO I;LENGUAJE DE PROGRAMACION  I;LENGUAJE DE PROGRAMACION II;LENGUAJE DE PROGRAMACION IV;LENGUAJES DE PROGRAMACION III;MATEMATICA APLICADA;METODOLOGIA DE LA INVESTIGACION I;METODOS NUMERICOS;PROBABILIDADES Y ESTADISTICAS;QUIMICA;REDES DE COMPUTADORAS I;REDES DE COMPUTADORAS II;SISTEMAS OPERATIVOS I;SISTEMAS OPERATIVOS II;TALLER DE HARDWARE I;TALLER DE HARDWARE II;ALGEBRA I;ALGEBRA II;ETICA PROFESIONAL
5710.0;4.0;1.0;0.0;3.0;7.0;0.0;8.0;2.7818181818181817;3.0;3.0;3.0;4.0;2.0;3.0;5.0;3.0;2.0;0.0;4.0;3.0;2.0;4.0;3.0;4.0;2.0;3.0;5.0;5.0;5.0;5.0;5.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;0.0;3.0;2.0;4.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;3.0;0.0;2.0;3.0;4.0;2.0;2.0;2.0;3.0;4.0;3.0;3.0;3.0
5711.0;4.0;2.0;1.0;7.0;10.0;0.0;8.0;2.8135593220338984;4.0;3.0;2.0;3.0;3.0;4.0;3.0;2.0;2.0;2.0;5.0;3.0;0.0;4.0;4.0;4.0;2.0;0.0;5.0;5.0;3.0;5.0;5.0;3.0;4.0;2.0;2.0;0.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;5.0;3.0;2.0;3.0;3.0;2.0;0.0;3.0;2.0;4.0;3.0;4.0;4.0;3.0;2.0;3.0
5712.0;2.0;1.0;0.0;3.0;1.0;1.0;3.0;3.603448275862069;5.0;5.0;5.0;3.0;3.0;4.0;4.0;2.0;2.0;3.0;5.0;4.0;2.0;4.0;4.0;4.0;3.0;4.0;5.0;5.0;5.0;5.0;5.0;4.0;3.0;3.0;5.0;4.0;3.0;2.0;4.0;4.0;3.0;5.0;3.0;2.0;3.0;2.0;5.0;5.0;4.0;3.0;4.0;5.0;4.0;2.0;3.0;3.0;4.0;5.0;4.0;4.0;4.0;3.0;3.0
5713.0;2.0;1.0;0.0;3.0;3.0;5.0;8.0;3.3015873015873014;4.0;5.0;5.0;4.0;2.0;2.0;5.0;2.0;3.0;3.0;5.0;4.0;2.0;3.0;4.0;4.0;2.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;3.0;2.0;3.0;2.0;4.0;2.0;4.0;4.0;4.0;4.0;3.0;4.0;2.0;3.0;5.0;5.0;4.0;2.0;3.0;4.0;2.0;3.0;4.0;3.0;5.0;4.0;4.0;4.0;5.0;3.0;3.0
5739.0;3.0;1.0;0.0;3.0;3.0;0.0;14.0;2.6140350877192984;3.0;3.0;1.0;3.0;2.0;2.0;4.0;2.0;0.0;0.0;4.0;4.0;2.0;3.0;4.0;3.0;3.0;5.0;3.0;5.0;5.0;5.0;5.0;2.0;2.0;0.0;0.0;0.0;4.0;2.0;0.0;3.0;4.0;3.0;0.0;3.0;2.0;2.0;2.0;4.0;2.0;0.0;3.0;0.0;0.0;3.0;3.0;2.0;2.0;4.0;4.0;4.0;2.0;1.0;3.0
5751.0;3.0;1.0;0.0;0.0;3.0;0.0;2.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5838.0;2.0;2.0;0.0;2.0;5.0;3.0;3.0;3.7758620689655173;5.0;4.0;5.0;5.0;3.0;3.0;5.0;3.0;2.0;3.0;5.0;5.0;2.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;4.0;4.0;4.0;4.0;5.0;3.0;3.0;4.0;3.0;3.0;2.0;3.0;4.0;5.0;4.0;2.0;4.0;2.0;3.0;3.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;3.0;4.0
5843.0;3.0;1.0;1.0;4.0;1.0;0.0;0.0;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
5860.0;3.0;2.0;0.0;1.0;9.0;0.0;4.0;2.9565217391304346;3.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;3.0;0.0;5.0;5.0;4.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;0.0;4.0;0.0;3.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
5861.0;3.0;2.0;0.0;3.0;5.0;0.0;2.0;3.1785714285714284;4.0;0.0;0.0;4.0;2.0;0.0;4.0;0.0;0.0;0.0;4.0;4.0;2.0;4.0;4.0;2.0;5.0;4.0;3.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;2.0;5.0;0.0;3.0;1.0;4.0
5862.0;2.0;2.0;0.0;4.0;9.0;2.0;2.0;3.736842105263158;3.0;4.0;2.0;5.0;4.0;3.0;4.0;2.0;3.0;2.0;5.0;5.0;4.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;2.0;3.0;4.0;3.0;5.0;4.0;4.0;3.0;5.0;4.0;2.0;2.0;3.0;2.0;4.0;3.0;4.0;2.0;4.0;2.0;5.0;4.0;4.0;4.0;5.0;4.0;5.0;5.0;4.0;3.0;4.0
5896.0;4.0;1.0;1.0;5.0;6.0;0.0;5.0;2.466666666666667;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;3.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;0.0
5927.0;4.0;1.0;0.0;5.0;13.0;0.0;17.0;2.6885245901639343;3.0;4.0;4.0;5.0;2.0;2.0;4.0;2.0;1.0;0.0;5.0;4.0;2.0;4.0;0.0;3.0;4.0;5.0;5.0;4.0;5.0;0.0;0.0;3.0;2.0;2.0;3.0;1.0;0.0;3.0;4.0;3.0;2.0;3.0;0.0;0.0;2.0;3.0;4.0;4.0;3.0;0.0;2.0;0.0;3.0;3.0;4.0;2.0;3.0;4.0;5.0;5.0;2.0;2.0;4.0
5967.0;2.0;2.0;0.0;3.0;5.0;5.0;1.0;4.107142857142857;5.0;3.0;5.0;4.0;4.0;4.0;5.0;3.0;4.0;2.0;5.0;5.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;3.0;4.0;5.0;3.0;5.0;3.0;4.0;4.0;5.0;3.0;3.0;3.0;5.0;2.0;4.0;5.0;4.0;3.0;4.0;4.0;5.0;3.0;5.0;4.0;5.0;4.0;4.0;5.0;4.0;3.0;5.0
5985.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;3.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5990.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5997.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6052.0;2.0;2.0;0.0;2.0;5.0;4.0;2.0;4.0;5.0;4.0;5.0;4.0;4.0;4.0;4.0;2.0;2.0;3.0;5.0;5.0;2.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;4.0;3.0;5.0;4.0;4.0;3.0;4.0;4.0;5.0;4.0;4.0;2.0;4.0;2.0;5.0;5.0;4.0;3.0;4.0;3.0;5.0;3.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;2.0;5.0
6101.0;3.0;2.0;0.0;3.0;6.0;2.0;1.0;3.8974358974358974;5.0;4.0;0.0;4.0;4.0;0.0;5.0;3.0;2.0;0.0;3.0;5.0;3.0;5.0;4.0;5.0;0.0;5.0;5.0;5.0;5.0;4.0;0.0;5.0;3.0;2.0;4.0;3.0;5.0;3.0;0.0;5.0;5.0;5.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;5.0;0.0;5.0;0.0;5.0;0.0;3.0;2.0;0.0
6132.0;3.0;1.0;0.0;3.0;1.0;1.0;1.0;3.75;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6159.0;3.0;1.0;0.0;1.0;12.0;0.0;3.0;3.090909090909091;5.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
6160.0;3.0;1.0;0.0;0.0;3.0;0.0;4.0;2.6666666666666665;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6174.0;3.0;1.0;0.0;1.0;3.0;0.0;2.0;2.2;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
6188.0;3.0;1.0;0.0;1.0;2.0;0.0;0.0;4.4;0.0;0.0;0.0;5.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;3.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0
6206.0;3.0;1.0;0.0;2.0;1.0;0.0;1.0;3.3076923076923075;4.0;0.0;0.0;5.0;3.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;5.0;0.0;3.0;0.0;5.0;5.0;3.0;0.0;0.0;0.0;0.0;3.0;2.0;4.0;2.0;0.0;3.0;0.0;4.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;0.0
6268.0;3.0;1.0;0.0;2.0;3.0;0.0;2.0;3.4375;5.0;0.0;0.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
6275.0;3.0;1.0;0.0;2.0;5.0;0.0;0.0;3.5238095238095237;4.0;0.0;0.0;4.0;2.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;5.0;0.0;4.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;4.0;2.0;3.0;0.0;4.0;0.0;3.0;0.0;4.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0
6370.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;3.5555555555555554;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
6559.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0
6560.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0
